Manufacturer,Series,Model Number,AC Power (kW),Approval Date,Expiry date
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-21 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-24 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-26 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-29 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-32 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-34 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-37 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-40 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-5 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-15T-EV25-8 (AS4777-2 2020),15,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-10 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-13 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-16 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-21 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-24 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-29 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-32 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-37 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-40 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-48 (AS4777-2 2020),20,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-5 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-8 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-10 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-13 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-16 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-18 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-21 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-24 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-26 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-29 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-32 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-34 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-37 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-40 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-5 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV12-8 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-10 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-13 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-16 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-18 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-21 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-24 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-26 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-29 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-32 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-34 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-37 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-40 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-5 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-20T-EV25-8 (AS4777-2 2020),20,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-10 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-13 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-16 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-21 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-24 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-29 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-32 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-37 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-40 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-48 (AS4777-2 2020),25,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-5 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-8 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-10 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-13 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-16 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-18 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-21 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-24 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-26 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-29 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-32 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-34 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-37 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-40 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-5 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV12-8 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-10 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-13 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-16 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-18 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-21 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-24 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-26 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-29 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-32 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-34 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-37 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-40 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-5 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-25T-EV25-8 (AS4777-2 2020),25,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-10 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-13 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-16 (AS4777-2 2020),29.999,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-21 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-24 (AS4777-2 2020),29.999,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-29 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-32 (AS4777-2 2020),29.999,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-37 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-40 (AS4777-2 2020),29.999,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-48 (AS4777-2 2020),29.999,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-5 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-8 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-10 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-13 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-16 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-18 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-21 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-24 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-26 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-29 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-32 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-34 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-37 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-40 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-5 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV12-8 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-10 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-13 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-16 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-18 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-21 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-24 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-26 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-29 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-32 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-34 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-37 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-40 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-5 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-30T-EV25-8 (AS4777-2 2020),29.999,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5S-10 (AS4777-2 2020),4.999,5/06/2024,5/06/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5S-13 (AS4777-2 2020),4.999,5/06/2024,5/06/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5S-16 (AS4777-2 2020),4.999,5/06/2024,5/06/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5S-5 (AS4777-2 2020),4.999,5/06/2024,5/06/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5S-8 (AS4777-2 2020),4.999,5/06/2024,5/06/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-10 (AS4777-2 2020),5.000,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-13 (AS4777-2 2020),5.000,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-16 (AS4777-2 2020),5.000,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-21 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-24 (AS4777-2 2020),5.000,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-29 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-32 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-37 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-40 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-48 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-5 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-8 (AS4777-2 2020),5.000,3/10/2024,3/10/2027
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-10 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-13 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-16 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-18 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-21 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-24 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-26 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-29 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-32 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-34 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-37 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-40 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
Shanghai SIGEN New Energy Technology Co Ltd,Sigen Energy Storage System,SigenStor-5T-EV12-5 (AS4777-2 2020),5.000,19/08/2025,19/08/2028
